aly8942@lionstate.edu,EE320,1,1,93
amu1270@lionstate.edu,PHYS212,2,1,95
aki5907@lionstate.edu,CMPEN411,2,1,79
ash5820@lionstate.edu,CMPSC360,1,1,60
ale8219@lionstate.edu,CMPSC497,2,1,97
ale8939@lionstate.edu,CMPSC360,1,1,88
ahi5324@lionstate.edu,CMPEN351,2,1,75
abe4600@lionstate.edu,PHYS211,1,1,78
akr4205@lionstate.edu,CMPSC465,2,1,71
ato9019@lionstate.edu,PHYS214,2,1,96
asc2712@lionstate.edu,CSE583,2,1,67
aha9325@lionstate.edu,STAT414,2,1,80
abo7856@lionstate.edu,CMPEN441,2,1,72
atr9605@lionstate.edu,CMPEN431,1,1,90
aok9861@lionstate.edu,PHYS212,2,1,79
ali8897@lionstate.edu,EE352,1,1,65
abe6138@lionstate.edu,EE340,1,1,67
ale7189@lionstate.edu,CHEM111,1,1,76
aja3132@lionstate.edu,STAT318,1,1,66
aro5704@lionstate.edu,CSE543,2,1,72
amo7945@lionstate.edu,CMPSC461,1,1,79
ast1122@lionstate.edu,IST558,2,1,73
azu5256@lionstate.edu,IST110,2,1,76
abo9166@lionstate.edu,MATH140,2,1,78
apa5949@lionstate.edu,CMPEN454,1,1,79
aga6525@lionstate.edu,DS220,1,1,75
ami4349@lionstate.edu,MATH140,2,1,69
abr9092@lionstate.edu,CHEM110,1,1,85
ahe1989@lionstate.edu,IST128,1,1,74
ade2931@lionstate.edu,EE311,1,1,96
awi2065@lionstate.edu,PHYS213,2,1,98
lje9488@lionstate.edu,MATH140,2,1,95
rbr2525@lionstate.edu,EE320,1,1,60
ldi6656@lionstate.edu,IST110,2,1,62
mdi4539@lionstate.edu,CMPEN431,2,1,66
kfa9089@lionstate.edu,CMPEN362,2,1,91
pzi2408@lionstate.edu,CHEM112,1,1,98
mru3359@lionstate.edu,STAT319,1,1,68
sco1712@lionstate.edu,PHYS211,2,1,96
tpa5190@lionstate.edu,IST128,2,1,81
ihi8422@lionstate.edu,CMPEN331,2,1,87
mel3938@lionstate.edu,EE311,1,1,97
pri2221@lionstate.edu,CMPSC461,1,1,93
nku3451@lionstate.edu,EE211,1,1,73
jze6681@lionstate.edu,CMPSC475,1,1,75
jpa6316@lionstate.edu,ECON101,1,1,89
lke7167@lionstate.edu,MATH140,2,1,96
kst7090@lionstate.edu,ECON101,1,1,95
mst7516@lionstate.edu,STAT415,2,1,93
ihu2594@lionstate.edu,CMPSC431W,1,1,93
sma8389@lionstate.edu,STAT318,1,1,78
jsc7283@lionstate.edu,CMPSC475,2,1,99
mbl5527@lionstate.edu,DS120,2,1,86
rmc1213@lionstate.edu,CMPEN454,1,1,67
mge3655@lionstate.edu,PHYS214,1,1,77
kca7584@lionstate.edu,EE211,1,1,82
rhi3330@lionstate.edu,DS120,2,1,78
jha3634@lionstate.edu,EE352,2,1,69
mse3018@lionstate.edu,ECON101,1,1,68
jle7688@lionstate.edu,ECON102,2,1,65
mre6097@lionstate.edu,PHYS213,2,1,87
mar7316@lionstate.edu,CMPEN270,1,1,100
rbo4096@lionstate.edu,CMPEN351,1,1,86
jco8261@lionstate.edu,PHYS211,1,1,66
kgu3649@lionstate.edu,EE352,2,1,94
lgr2017@lionstate.edu,CMPSC131,1,1,70
sgr6837@lionstate.edu,CMPSC497,2,1,69
tpr4269@lionstate.edu,CMPEN441,2,1,66
sbo2144@lionstate.edu,IST128,1,1,60
mha5312@lionstate.edu,CMPSC497,2,1,80
vsa8991@lionstate.edu,IST110,2,1,85
mma8341@lionstate.edu,STAT319,1,1,66
tgl2369@lionstate.edu,CMPEN441,1,1,82
mku3151@lionstate.edu,CSE543,1,1,88
sal4395@lionstate.edu,CSE543,1,1,72
kni2503@lionstate.edu,ECON201,2,1,76
jki2803@lionstate.edu,CMPEN362,2,1,88
mdu3807@lionstate.edu,CMPSC448,1,1,68
mch6748@lionstate.edu,IST110,2,1,89
lla3945@lionstate.edu,CMPSC132,1,1,62
mre5662@lionstate.edu,ECON201,2,1,67
tba6345@lionstate.edu,EE311,2,1,89
wmo7407@lionstate.edu,MATH231,2,1,95
